Gardiners,Transliteration,English
V13N35I9A2,Tnf,enjoyment
V13N35I9X1S28,Tnft,bag
V13N35I9M17M17X1S28,Tnfyt,sail
V13M22M22N35X1O1,Tnnt,sanctuary at Memphis
V13N35N35X1O1,Tnnt,sanctuary at Memphis
X1N35M22M22N35X1O1,Tnnt,sanctuary at Memphis
V13N35Z2D21Z1D40,Tnr,"eager, valour"
V13N35D2D21W24G39,TnHr,hawk
V13N35X1X1E1Z2,Tntt,sacred cattle
V13N35G47X1O40,TnTAt,dais
V13N35X1X1O40,TnTAt,dais
X1N35G47O41X1Z1,TnTAt,dais
G47N35V13M17M17X1O40,TnTAt,dais
V13D21X1M1,Trt,willow
U33D21X1M1,Trt,willow
V13D21M17M17X1A30,Tryt,complaint
V13D21Q3G54,Trp,an edible bird goose ?
X1D21Q3G41,Trp,an edible bird goose ?
V13D21G17D6,Trm,wink
V13O4G17A2,Thm,harry
V13O4G17D54,Thm,hunt
V13V28G43A2,THw,rejoice
V13V28G43F18Z2,THw,rejoice
V13V28G43A2,THw,joy
V13V28G43F18Y1Z2,THw,joy
V13V28N35D54,THn,"meet, engage with enemy"
V13V28N35D36,THn,lance ? an infected place
V13V28N35S17,THn,"gleam, glittering"
S15,THn,"gleam, glittering"
V13V28S16N35X1N33A,THnt,faience
U33V28N35X1S15,THnt,faience
S15N35X1N33Z2,THnt,faience
U33V28N35X1N33Z2,THnt,faience
V13T14V28W24W24W24N18,THnw,Libya
T14W24N18,THnw,Libya
T14W24W24W24N25,THnw,Libya
U33V28N35W24Z7T14N25Z2,THnw,Libya
S15N35W24Z7T14A1B1Z2,THnw,Libyans
T14W24W24W24W1,THnw,one of the seven sacred oils
V13V28V28F18A2,THH,exult
V13V28V28X1G43Y1Z2,THHwt,exultation
V13V28V28X1A2Z3,THHwt,exultation
V13S29A7,Ts,sit
S24Z1,Ts,"vertebra, spine"
S24O34F51,Ts,vertebra
S24Z1F41,Ts,vertebra
V13O34S24Z1,Ts,"vertebra, spine"
V13O34V1Z1,Ts,"vertebra, spine"
S24H1,Ts,neck
V13O34X1F18,Tst,tooth
S24X1Z1,Tst,"knot, vertebra"
S24X1Z1V1,Tst,knot
S24X1Z1F51,Tst,vertebra
S24O34N23,Ts,"sandbank, drought"
S24Z1,Ts,sandbank
G17S24O34N23,m Ts,the land was in drought
Aa8N23Z1,Ts,sandbank
V13O34S24X1N25,Tst,"ridge, range"
S24X1N21Z1,Tst,"ridge, range"
S24O34Z7D40,Ts,"tie knot, tie on fillet, weave cloth"
V13O34S24,Ts,tie on fillet
S24O34Z7D40,Ts,"join, rejoin, knit together bones, form unborn
bodies, unite Two Lands"
S24O34Z7D40,Ts,"build monuments, model face of Sphinx"
S24,Ts,model face of sphinx
S24O34Z7D40,Ts,"marshal troops, levy troops, order, arrange
rites, knot itself up with confederacies"
V13O34T14,Ts,"marshal troops, levy troops"
V13O34U39Y1,Ts,"marshal troops, levy troops"
S24O34Z7D40,Ts,"clot, become constricted"
S24X1A1,Tst,"troop, battalion, troops, gang of workmen,
people of nomarch"
S24X1A211A211A211,Tst,troops
S24O34G43A24A1,Tsw,"commander, protector of poor"
S24O34Z7A2,Ts,"speech, utterance, phrase, sentence, maxim"
S24O34Z7Y1,Ts,"speech, utterance"
S24F46,Ts pXr,vice - versa
S24Y1,Ts,"phrase, sentence"
S24O34Y1,Ts,used as a prefix to form abstracts
S24O34Y1F32O34G37,Ts Xsy,crime
S24O34Y1Q3D21M17N21Z1,Ts pri,fighting
S24O34Y1V28G36D21G43G37,Ts Hwrw,reproach
V13O34U39D36,Tsi,"raise, lift up, set up ruined walls"
V13O34U39Q4D40,Tsi,"raise, lift up"
V13O34U39Y1,Tsi,"raise, lift up"
V13O34T14,Ts,support
V13O34T14X1Z2,Tst,station in life
V13O34U39D54,Tsi,go up to a place
V13O34U39D54D54X1Z2,Ts nmtt,undertake journeys
V13O34D54N35T34G17X1X1D54Z2,Ts nmtt,undertake journeys
V13O34U39Y1,Tsi,"be angry with, bear a grudge against"
V13O34T14,Tsi,"be angry with, bear a grudge against"
V13O34A2,Tsi,"be angry with, bear a grudge against"
V13O34U39A2,Tsi,"be angry with, bear a grudge against"
V13O34X1U39Y1Z2,Tst,complaint
V13O34G43D21X1X6,Tswrt,an offering loaf
V13O34G17E14,Tsm,"hound, dog"
V13O34G17F27,Tsm,"hound, dog"
E14BX1Y1V,Tsm,train troops
V13X1I9D54,Ttf,"flow down, overflow"
D46X1Z1,Drt,hand
D46,dw,"give, place, put, implant obstacle, strike blow,
cause"
D46F34Z1D21,d ib r,set one's heart on
D46G43,dw,"give, place, put, implant obstacle, strike blow,
cause"
D46G1G41Aa2,dA,"shake, tremble"
D46G1G43X1G39Z2,dAwt,"shaking, trembling"
D46G1G43X1Z2Aa2,dAwt,"shaking, trembling"
D46G1D52,dA,copulate
D46G1D54,dA,"become loose, wobble of decaying limbs"
D46G1M17D54,dAi,subdue lands
N18Z1S28,dAiw,loin - cloth
D46G1M17S29,dAiw,loin - cloth
D46G1M17Z7S28,dAiw,loin - cloth
D46E9G43N18,dAiw,loin - cloth
D46G43M17G43N21,dAiw,loin - cloth
D46G1D58M43N33Z2,dAbw,figs
D46D58V12N33Z2,dAbw,figs
D46D58G43M43N33Z2,dAbw,figs
D46G1D21T12Y2,dAr,"control temper, subdue foes, supress evil, rob
someone, steal goods"
T12A24,dAr,subdue foes
D46G1M17D21T12A24,dAr,control a tribe
D46G1M17D21T12A24,dAir,rape
D46G1D21T12Y2F34Z1,dAr ib,"self denial, self control"
D46G1D46G1D53,dAdA,"copulate, masturbate, misbehave, rape,
sodomize ?,"
X8Z1U9Z2,di,provisions
D46M17M17X1M15,dyt,papyrus plant
D46Z4AN31,dy,"here, there"
Z2Z4AX1G43Z2,diwt,five parts
D46X1Z1Z1Z1Z3A1B1,diwt,gang of 5
D46G43X1Z1Z1Z1Z1Z1,diwt,gang of 5
V11X1G43A2Z2,diwt,"shriek, bellow"
V11M17M17X1A2Z1Z2,diwt,shriek
D46Z3Z1Z1G43X1Y1Z2,diwt,bellow
D46G43D40,dw,"give, place"
N14G1N5,dwA,rise early
N14G1G43N5,dwAw,"dawn, morning, tomorrow, the morrow"
N14G1N5,dwAw,"dawn, morning"
N14G43N5Z4A,dwAw,"dawn, morning"
X1N14G1N5,dwAw,"dawn, morning"
N14V4G1G43N5Z4A,dwAw,"tomorrow, the morrow"
R8D46V4G43N14,nTr dwAw,morning star
R8Z1N14G1M17M17N14A40,nTr dwAw,morning star
S29D58N14Z1D46V4G43N14,sbA dwAw,morning star
N14G1M17M17X1N5,dwAyt,morning
N14G1X1N5,dwAyt,morning
O1Z1N14G1M17M17X1N5,pr dwAt,robing room
N14M17M17X1N5,dwAyt,morning
D46V4G1M17M17X1N14N5Z4A,dwAyt,morning
N14X1N5,dwAyt,morning
D46V4X1N15,dwAt,"netherworld, nether chamber in tomb"
N15,dwAt,netherworld
D46G1X1N15,dwAt,netherworld
N14G1X1O1,dwAt,netherworld
N15X1O1,dwAt,netherworld
D46G1X1N15,dwAt,netherworld
N14G4X1O1A40Z3,dwAtyw,dwellers in the netherworld
N14X1O1A40Z3,dwAtyw,dwellers in the netherworld
N14A4,dwA,"praise, worship"
N14G1,dwA,"praise, worship"
N14G43,dwA,"praise, worship"
N14A30Y1,dwA,"praise, worship"
D46V4A30,dwA,"praise, worship"
I10V4N14,dwA,"praise, worship"
N14X1A30,dwAt,"praise, worship"
D46V4G1X1G43A30Z3,dwAwt,praises
D46V4X1G43G43N14A30Y1Z2,dwAwt,praises
N14G36,dwA wr,deified royal beard
D156G36,dwA wr,deified royal beard
D46V4N14G36D156G7C,dwA wr,deified royal beard
N14G36U19,dwA wr,adze for Opening the mouth
D46V4N14G14X1I9G7,"dwA mwt
.f",Duamutef
N14G14X1I9A40,"dwA mwt
.f",Duamutef
N14G1A30Y1G14A40I9,"dwA mwt
.f",Duamutef
R8N14A30,dwA nTr,praise God
R8N14Z1,dwA nTr,praise God
R8N14G1A30,dwA nTr,praise God
D46E34N35D54,dwn,"stretch out legs, hands, stretch bow,
straighten knees,"
D46E34N35V1,dwn,"stretch out legs, hands"
D46M42N35T9,dwn,stretch bow
D46E34N35W24A24,dwn,straighten knees
D46E34N35D54,dwn,"be stretched out, taut, be prostrate"
G17D46E34N35D54,m dwn,straight on
G17D46E34N35D54,m dwn,"from then on, henceforward"
G17D46E34N35D54,m dwn,"habitually, continually"
D46D58E25,db,hippopotomus
D46M17D58E25,db,hippopotomus
D46D58X1F27,dbt,female hippopotomus
D46D58F16,db,"horn of animal, wing of army"
F16Z1,db,horn of animal
D46D58D36,dbi,stop up
F46N35D54,dbn,"go round a place, travel round a region,
encircle with"
F46D54,dbn,"go round a place, travel round a region"
F49N35D54,dbn,"go round a place, travel round a region"
D46D58N35D12D54,dbn,"go round a place, travel round a region"
F46N35D54,dbn,recur of plants in season
F46N35X1D54,dbnt,circuit of ocean
F46N35W24G43D54,dbnw,circumference of sky
F46N35W24G43S21,dbnw,circumference of sky
F46N35O39,dbn,"weight of about 91 grammes, weight of
balance"
F49N35O39,dbn,"weight of about 91 grammes, weight of
balance"
F46N35D12,dbn,"weight of about 91 grammes, weight of
balance"
D46D58N35F49O39,dbn,"weight of about 91 grammes, weight of
balance"
F49N35N34,dbn,helmet
F46N35N33Z2,dbn,"builder's mortar, potter's clay"
D46D58N35X1D3,dbnt,lock of hair
D46D58V28F18A2,dbH,"ask for, beg, requisition from"
D46F18A2,dbH,"ask for, beg, requisition from"
D46D58V28A2,dbH,"ask for, beg, requisition from"
D46D58V28F18,dbH,"ask for, beg, requisition from"
D46F18D58V28Y1,dbH,"ask for, beg, requisition from"
D46F18V28G43,dbHw,"requirements, necessaries"
D46F18D58V28W10,dbHw,"requirements, necessaries"
D46F18D58V28U9,dbHw,"requirements, necessaries"
D46D58V28X1F18,dbHt,necessaries
D46F18D58V28X1Y1Z2,dbHt,necessaries
D46D58V28X1F18Z2R4X1Q3Z8Z2,dbHt Htp,funerary meal
F18D46X1R4Z2,dbHt Htp,funerary meal
D46F18X1R4Z8,dbHt Htp,funerary meal
F18X1R4,dbHt Htp,altar
D46D58V28G43Z5,dbHw,measure for offerings
D46F18D58V28G43Z5,dbHw,measure for offerings
D46D58D46D58A2,dbdb,thump of heart
D46Q3O49,dp,Dep Delta city
D46Q3F20A2,dp,"taste verb, experience"
D46Q3X1F20A2,dpt,taste
D46Q3X1P1,dpt,ship
P1Z2,dpwt,ships
D46Q3X1F51,dpt,loins
D46Q3M17M17I3,dpy,crocodile
D46Q3I3,dpy,crocodile
D46Q3X1Z4F20,dpty,an offering
D46I9G1G37Y1F34Z1,dfA ib,stolid
D46I9D46I9N33N33N33N33,dfdf,drip
I10I9I10I9N33,dfdf,drip
D46G17X1T30Z1,dmt,knife
T30X1Z1,dmt,knife
D46G17T30A2,dm,"pronounce, proclaim name, mention by name,
be renowned of office"
D46G96,dm,"be sharp, sharpen, pierce sky"
D46G17T30A,dm,"be sharp, sharpen, pierce sky"
D46Aa15T30AD40,dm,be sharp
D46G17S23,dm,sharpen
D46T30,dm,"pronounce, proclaim name, mention by name,
be renowned of office"
I10G17A2,dm,"pronounce, proclaim name, mention by name,
be renowned of office"
D46S23,dm,"pronounce, proclaim name, mention by name,
be renowned of office"
D46G17S23Y1,dm,"pronounce, proclaim name, mention by name,
be renowned of office"
D46G17T30,dm,"pronounce, proclaim name, mention by name,
be renowned of office"
D46U1G1U32Y1,dmA,"stretch, be stretched out"
D46U1X1H5,dmAt,wing
M37,dmA,bind together
D46U1M37,dmA,bind together
D46U1G1M37D40,dmA,bind together
D46G3T30D40,dmA,cut off heads
D46U1M37,dmA,cut off heads
D46T12U1A1Z2,dmAw,"groups, classes"
D46W19M17D41,dmi,"touch, reach a place"
D46W19M17D54,dmi,reach a place
D46W19M17D41,dmi,"be joined to, accrue to, cleave to, suit
someone, befall someone"
D46W19M17A24,dmi,be joined to
D46W19M17Y1,dmi,be joined to
D46W19M17D34AA24,dmi,cleave to
D46W19M17N23Z1,dmi,"town, quarter of town, abode, vicinity, quay"
D46W19M17N21,dmi,vicinity
D46W19M17N23A1Z2,dmiw,fellow - citizens
D46W19M17R3A,dmi,ornamental fruit dish
S23,dmD,"reassemble dismembered body, assemble,
bring together people"
S23,dmD,"associate with, join someone, unite lands"
S23,dmD,"accumulate grain, compile spell, extend hand"
D46S23I10Y1,dmD,"reassemble dismembered body, assemble,
bring together people"
D46S23I10Y1,dmD,"associate with, join someone, unite lands"
D46S23I10Y1,dmD,"accumulate grain, compile spell, extend hand"
S23D46Y1,dmD,"reassemble dismembered body, assemble,
bring together people"
S23D46Y1,dmD,"associate with, join someone, unite lands"
S23D46Y1,dmD,"accumulate grain, compile spell, extend hand"
D46S23Y1,dmD,"reassemble dismembered body, assemble,
bring together people"
D46S23Y1,dmD,"associate with, join someone, unite lands"
D46S23Y1,dmD,"accumulate grain, compile spell, extend hand"
D46S23G17I10Y1,dmD,"reassemble dismembered body, assemble,
bring together people"
D46S23G17I10Y1,dmD,"associate with, join someone, unite lands"
D46S23G17I10Y1,dmD,"accumulate grain, compile spell, extend hand"
I10G17S23D46Y1,dmD,"reassemble dismembered body, assemble,
bring together people"
I10G17S23D46Y1,dmD,"associate with, join someone, unite lands"
I10G17S23D46Y1,dmD,"accumulate grain, compile spell, extend hand"
S23D46Y1,dmD,"total, maturity"
Y1,dmD,total
S23D21,dmD r,total
N14F36,dmD smA,grand total
D46S23G17I10G43Y1A40Z2,dmDw,crowd
S23X1B1,dmDwt,crowd
S23X1G43B1Z3,dmDwt,crowd
S23D46Y1A1B1Z2,dmDw,crowd
S23D46X1V12Z1,dmDt,collection of recipes
S23D46M17M17X1N5,dmDyt,cycle of festivals
S23D46X1N5,dmDyt,cycle of festivals
D46N35T30,dn,"cut off heads, kill someone"
D46N35M17V11A24,dni,"dam water, construct dam, hold back, restrain
someone, revet earthen banks"
D46N35M17Z5D40,dni,"dam water, construct dam, hold back, restrain
someone, revet earthen banks"
D46N35M17V11,dni,revet earthen banks
D46N35M17X1V11N23Z1,dnit,dam
I10N35M17X1U8N23Z1,dnit,dam
D46N35M17X1N35AN36N23Z1,dnit,"ditch, canal"
D46N35M17X1W24,dnit,bowl
D46N35M17X1Aa19,dnit,basket
D46N35M17X1W3N5,dnit,a festival
D46N35M17F21,dni,share out
F21Y1,dni,share out
Y3A1D46N35F21X1Y1,sS dnit,scribe of distribution
D46N35M17G43Z8Z2,dniw,"share, portion"
D46N35M17G43Aa19,dniw,"share, portion"
D46N35M17M17X1V12Z1,dnyt,land - register
D46N35W24G43Y1,dnw,flaw in stone
D46N35W24X1G43A1N33N33N33,dnwt,families
D46N35S29U32O39,dns,"heavy, irksome, burdensome of years,
overburdened of stomach, weighty"
D46N35S29U32Y1,dns,heavy
I10N35S29U33Y1,dns,"heavy, irksome, burdensome of years,
overburdened of stomach, weighty"
D46N35O34O39,dns,heaviness
D46N35S29U32O39Z2,dnsw,weights of net
D46N35W11F21A282A1,dng,"pygmy, dwarf"
D46N35D46T30,dnd,slaughter animals
D46N35D46N35D54,dndn,"traverse a place, a way"
D46D21A24,dr,"subdue enemies, expel, drive out people,
illness"
D46D21A24,dr,"remove need, evil, repress wrongdoer, destroy
places"
D46D21A24,dr,"lay down flooring, overlay floor"
D46D21Q3D40,drp,"offer to god, feed someone, present dues"
M36D21Q3D39,drp,offer things to
D46D21Q3D40,drp,make offering
D46D21Q3G43Z8Z2,drpw,offerings
D46D21I9Z5Y1,drf,"writing, script, title deeds"
I10D21Y1Z5I9,drf,"writing, script, title deeds"
D46D21W11M17M17X1G39,drgyt,bat mammal
D46O4N35X1D1,dhnt,forehead
D46O4N35X1D1O39,dhnt,mountain - top
D46O4N35D1,dhn,"bow to, appoint, order burial"
D46O4N35D1N16N23Z1,dhn tA,touch the earth with the forehead in obeisance
D46O4N35A2,dhn,appoint
D46O4N35D41D40,dhn,appoint
D46V28M17G37,dHi,"hang down, be low, be humiliated"
D46V28G37,dHi,hang down
D46M16G1G37,dHi,be low
D46V28G37D41,dHi,be humiliated
D46M16G1M2Z2,dHA,straw
D46D2D21F27,dHr,"leather, hide"
F27,dHr,"leather, hide"
D46D2D21M17F27,dHr,"leather, hide"
D46D2D21G37,dHr,"bitter, bitterness"
D46D2D21X1G37Z2,dHrt,"bitterness, sickness"
D46D2D21X1F27G37Z2,dHrt,sickness
D46V28X1Z4N33A,dHty,lead
I10V28X1Z4N33A,dHty,lead
O42X1N35X1D46Aa1N35D41,Sspt nt dxn,chorus of singers
D46S29W73,ds,jar
I10O34W24,ds,jar
D46O34Z4W24,ds,jar
D46S29T30,ds,knife
D46O34T30O39,ds,flint
D46O34T30,ds,flint
D46S29M17A2,dsi,vilify
D46N37D21G27,dSr,flamingo
D46N37D21G27,dSr,"red, reddening"
D46N37D21Z5,dSr,"red, reddening"
D46N37D21G27F34Z1,dSr ib,furious
D46N37D21G27D2Z1,dSr Hr,furious
D46N37D21X1S3,dSrt,the Red Crown
G27D21X1S3,dSrt,the Red Crown
D46N37D21X1Z5,dSrt,the Red Crown
D46N37D21X1G27N25,dSrt,"the Red Land, desert"
G27X1N25,dSrt,"the Red Land, desert"
G27D21X1N25,dSrt,"the Red Land, desert"
D46N37D21X1N25,dSrt,"the Red Land, desert"
D46N37D21X1O49,dSrt,"the Red Land, desert"
G27X1W12,dSrt,red pot
D46N37D21X1Z5,dSrt,wrath
D46N37D21G43G37Z2,dSrw,wrath
G27D21G43Z2,dSrw,wrath
D46N37D21G43G27Z2,dSrw,wrath
D46N37D21G43G27,dSrw,blood
D46N37D21D26,dSrw,blood
D46N29U9,dq,"flour, powder"
D51N33A,dq,"flour, powder"
D46N29D51N33A,dq,"flour, powder"
D46N29D21D51N33A,dq,"flour, powder"
D46N29M17M17D51N33A,dq,"flour, powder"
D46N29D21D51,dqr,"press against, exclude from, a process in
spinning"
D46N29D21D51N33Z2,dqrw,"fruit, fruit - trees"
X8N29,dqrw,"fruit, fruit - trees"
D46W11A4,dgi,hide
D46W11G1M17M17A4G37,dgi,hide
D46W11D4,dgi,look at
D46W11G1D5,dgi,look at
D46W11D4,dgi,"see, behold"
D46W11M17M17D4,dgi,"see, behold"
D46W11G1M17M17D7,dgi,"see, behold"
D46W11G1M17M17X1D5,dgAyt,starring
D46W11G1D56D54Y1,dgA,walk
D46W11M17M17X1A4G39,dgyt,a type of bird
D46W11M17M17X1G39,dgyt,bat mammal
D46G1W11M17M17X1G41,dgyt,bat mammal
D46D21W11M17M17X1G39,dgyt,bat mammal
D46G1W11M17M17Z5,dgyt,bat mammal
D46G28G17M1,dgm,castor - oil plant
D46W11G17D6,dgm,be speechless
D46W11G17A7,dgm,be speechless
D46W11G1S29D56D54,dgs,walk
D46D46X1W79,ddt,dish
D37D37M17N33Z2,ddi,haematite
D46D46E34N35A42C,ddwn,a Nubian god
D46D46E34A40,ddwn,a Nubian god
D46N26N33A,dDw,type of grain
D46G43N26G43N33N33N33,dDw,type of grain
I10X1I13,Dt,cobra
I10Z1,Dt,cobra
I10X1Z1,Dt,"body, image, bodily form of god, statues, self"
I10X1Z1I10X1N16,Dt Dt,for ever
N35I10X1Z1I10X1N17,n Dt Dt,for ever
I10X1N16,Dt,"eternity, for ever"
I10X1N16,Dt,estate
I10X1,Dt,estate
I10X1Z1,Dt,estate
I10X1O49,Dt,estate
I10X1N16,Dt,serf
I10X1N16A1B1Z2,Dwt,serfs
I10X1Z1A1B1Z2,Dwt,serfs
I10X1M15,Dt,papyrus stem
U28G1Z9M3,DA,fire - drill
U28Z1,DA,fire - drill
U28X1D47,DAt,"hand, handfull"
U28X1O39G39,DAt,crane
U28G1Z9D40,DAi,"extend arm, oppose oneself, pierce, transfix"
U28G1Z9D40,DAi,"reach out of child's mouth after milk, take the
breast to, devour food, provide with,"
U28G1Z9P4,DAi,"extend arm, oppose oneself, pierce, transfix"
U28G1Z9P4,DAi,"reach out of child's mouth after milk, take the
breast to, devour food, provide with,"
U28Z9D40,DAi,"pierce, transfix"
U28Z9M17M17,DAi,reach out of child's mouth after milk
U28G1Z9D40D21Z1,DA r,be contentious
U28G1Z9D40D46D21D56,DA rd,impede
U28G1Z9P1,DAi,"ferry one across, cross sky"
U28P1,DAi,"ferry one across, cross sky"
U28G1Z9P1N16N23Z1,DA tA,"be busied, interfere with"
U29X1Z2,DAt,"balance, remainder, deficiency"
D21U29X1Z9,r DAwt,in return for
D21U28X1Z9,r DAwt,"in return for, because of"
U28G1M17M17X1G37Z2,DAyt,wrongdoing
U28X1,DAyt,wrongdoing
U28X1Z9,DAyt,wrongdoing
U28G1X1Y2,DAyt,wrongdoing
U28G1M17M17Z7Z6,DAyw,opponent
U28G1M17M17X1V6,DAyt,robe
U28G1M17S29A2,DAis,"dispute, argue, oppose actions"
U28G1S29A2,DAis,"dispute, argue, oppose actions"
U28M17S29A24,DAis,"argument, dispute"
U28G1M17S29Z5,DAis,"argument, dispute"
U28G1M17S29A211,DAis,civil war
U28G1M17S29G43A2A1,DAisw,disputant
U28G1Z9G4A59AZ3,DAytyw,opponents
U28G1M17M17G4,DAytyw,opponents
U28G43S28,DAw,mat
U28G1S28,DAw,mat
U28Z1S28,DAw,mat
U28G1G43N2,DAw,night
D21U28G1G43X1Z9Y1,r DAwt,"in return for, because of"
D21U28X1G43,r DAwt,"in return for, because of"
D21U28G1G43X1Aa2Y1Z2,r DAwt,"in return for, because of"
U28G1D58V28G43D36A1,DAbHw,type of fisherman
U28G1I9Q7,DAf,"heat, burn"
U28G1G17Z7A17A1Z2,DAmw,"young men, troops"
U28G1G17T14A1Z2,DAmw,young men
U28W24G43D77D77D77,DAmw,"young men, troops"
U28G1W24G43D156D156D156,DAmw,"young men, troops"
U28G1D21X1N33Z2,DArt,bitter gourd
U28G1E23G20M2Z2,DAlm DArm,Aspalathos
U28G1D21G43V32A2,DArw,need
U28D21Z7Aa2Z2,DArw,need
U28G1D21Y1Z2,DArw,need
U28G1D21G43A2,DArw,need
U28O4Z4N25,DAhy,part of Palestine & Phoenicia
U28X1X1Aa8,DAtt,estate
Aa8X1X1,DAtt,estate
Aa8X1O49,DAtt,estate
N24X1O49,DAtt,estate
Aa8N23Z1,DAtt,estate
U28G1D46G43O27,DAdw,audience hall
U28G1D46G43O1,DAdw,audience hall
U28G1U28G1D1Z1,DADA,"head, tip of bow"
D1Z1,DADA,"head, tip of bow"
U28U28D1,DADA,"head, tip of bow"
U28U28W24X1Aa8A1Z2,DADAt,"magistrates, assessors"
U28I10D12X1A1A1A1,DADAt,"magistrates, assessors"
U28G1U28G1X1M3,DADAt,lyre
U28G1U28G1Z7W24,DADAw,pot
I10M17M17X1M15,Dyt,papyrus marsh
I10D36T14D54,Da,spear fish
I10D36P5,Da,"storm, storm - wind"
I10D36X3,Da,a type of bread
I10D36X1Aa2Z2,Dat,vein of ore
I10D36T20D58,Dab,coal - black
I10D36D58X1N33Z2,Dabt,"charcoal, soot"
I10D36G17S41,Dam,a sceptre
S41G17Z7S12,Damw,"fine gold, electrum"
S41S12N33Z2,Damw,"fine gold, electrum"
S41G17S12N33Z2,Damw,"fine gold, electrum"
S41G17G43S12N33Z2,Damw,"fine gold, electrum"
S41G17G37,wAs,ruin
I10D36D21T14D54,Dar,"search out, investigate, seek, probe, palpate
wound, plan work, take thought for"
M3BY1,Dar,"search out, investigate, seek, probe, palpate
wound, plan work, take thought for"
I10D36T14,Dar,"search out, investigate, seek, probe, palpate
wound, plan work, take thought for"
I10D36T14A2,Dar,"search out, investigate, seek, probe, palpate
wound, plan work, take thought for"
I10D36D21T14Y1,Dar,"search out, investigate"
I10D36D21Aa21Y1,Dar,"search out, investigate"
I10D36D21M3BD54,Dar,seek
I10D36D21M17M17X1M3,Daryt,lock on door
N26O39,Dw,mountain
N26Z1,Dw,mountain
N26G43O39,Dw,mountain
N26G43G37,Dw,"bad, evil, sad of heart"
N26G37,Dw,"bad, evil, sad of heart"
N26Z9G37,Dw,"bad, evil, sad of heart"
N26G37,Dw,evil
N26Z9G37,Dw,evil
N26G43G37,Dw,evil
N26G43G37,Dw,evilly
N26Z9G37,Dw,evilly
N26G37,Dw,evilly
N26G43X1G37,Dwt,"evil, sadness of heart, dirt encumbering ruin"
N26X1G37,Dwt,"evil, sadness of heart, dirt encumbering ruin"
N26I86A,Dw,the Evil One
N26N26,Dwy,evil
N26G43Z4,Dwy,evil
N26G43M17A26,Dwi,call upon god
N26M17A26,Dwi,call upon god
N26Z7M17D54,Dwi,separate
N26E9W24,Dwiw,jar
N26Z7M17W24,Dwiw,jar
N26D36Z1T30,Dwa,"lancet, surgical knife"
I10G43D36Aa17Z1,Dwa,"lancet, surgical knife"
G22D58X1O39,Dbt,"brick, ingot, slab of metal"
G22X1O39,Dbt,"brick, ingot, slab of metal"
D46D58X1O39,Dbt,"brick, ingot, slab of metal"
G22D58X1O39N34N33A,Dbt,target
T25D58Y1,DbA,"repay, make repayment, replace, restore,
clothe, adorn, provide, pad"
T25,DbA,"clothe, adorn"
D46D58G29G1T25Y1,DbA,"replace, restore"
T25D58G1Z7Y1Z2,DbAw,"payments, reward, compensation, bribes"
T25D58,DbAw,"payments, reward, compensation, bribes"
T25D58G43Y1Z2,DbAw,"payments, reward, compensation, bribes"
D46D58G29G1Z7T25Y1Z2,DbAw,"payments, reward, compensation, bribes"
D21T25D58G1Z7Y1Z2,r DbAw,instead of
T25D58S115,DbA,garment worn by god
T25D58S27,DbA,garment worn by god
T25G43S4,DbAw,crowning
T25D58X1O1,DbAt,"robing - room, sarcophagus"
T25X1O1,DbAt,robing - room
T25D58G43R40R40Z3,DbAw,altars
T25D58O36D40,DbA,"stop up, block"
T25Y1,DbA,"stop up, block"
T25D58O49,DbA,Edfu
T25D58M2,DbA,mat of leaves
T25D58G43M3Z2,DbAw,floats of net
D50Z1,Dba,"finger, thumb, toe, digit one twentyeigth
cubit, 10,000 numeral"
I10D58D36D50,Dba,"finger, thumb, toe, digit one twentyeigth
cubit, 10,000 numeral"
D50D36A2,Dba,point the finger at
D50D36G43A2,Dbaw,reproach
D4D50D36,ir Dbaw,do wrong
D50D36G43X1S20,Dbawt,"signet, seal"
D50G43X1V9,Dbawt,"signet, seal"
D50D36X1S20,Dbawt,"signet, seal"
D50D36M17M17X1S20,Dbawt,"signet, seal"
I34D36M2Z2,Dba,unknown plant
I10D58G43M3,Dbw,pole of chariot
I10I9G1Z7G41Y1Z2,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9Z8Z2,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9G42Z8Z2,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9G43Y1Z2,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9G1G43Y1,Dfaw,"provisions, sustenance, victuals, deified as"
I10I9G1G42Y1,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
G42Z8Z2,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9I9I9,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9I10I9I10I9,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9G42Z2,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
D46I9G1K1Z2,Dfaw,"provisions, sustenance, victuals, deified as
Abundance"
I10I9G1G39Y1Z2,Df A,"be provided, abound in supplies"
I10I9G1M17M17Z8A1,Df Ay,a well - provided man
I10I9M17M17D54,Dfy,penetrate
I10I9M17M17X1D54,Dfyt,penetration
I10I9D46D12,Dfd,pupil of eye
I10I9I10D12,Dfd,pupil of eye
I10I9I10I9X1N33Z2,DfDft,drop of liquid
I10G17S29G39,Dms,avocet
I10N35D58Z9D54,Dnb,deflect
